Headline,Body ID
Beautiful was on the Billboard Hot 100.,1968
Lucas is a film.,1969
The Olympic 100 m and 200 m were won by Usain Bolt.,1970
The Taj Mahal's centerpiece is a tomb.,1971
Abraham Lincoln was rivals with Stephen A. Douglas during the 1850's.,1972
Ed Sheeran is a singer-songwriter from England.,1973
Nepal is a member of the SAARC.,1974
Grace Jones played the character May Day.,1975
"Game of Thrones's third season premiered on March 31, 2013.",1976
Sharon Tate starred in The Fearless Vampire Killers.,1977
Colin Firth was nominated for an Academy Award.,1978
George Lucas was the founder of a motion picture visual effects company.,1979
Nigeria is in a continent.,1980
Dogs have been selectively bred for physical attributes.,1981
Columns are part of newspapers.,1982
Kobe Bryant earned the Finals MVP Award in 2010.,1983
"Ubisoft, French company, was formerly known as Ubi Soft Entertainment Software.",1984
Slovakia is a constituent of the OECD.,1985
Wrath of the Titans grossed $305 million dollars.,1986
Francis Ford Coppola is a screenwriter.,1987
Sa Talaiassa is a mountain.,1988
Arnold Vinick is played by Alan Alda on The West Wing.,1989
Overwatch (video game) is incapable of being promoted with animated videos.,1990
An Academy Award nominee for Best Visual Effects was Captain America: The Winter Soldier.,1991
The American television show called Sonny with a Chance was on Disney Channel.,1992
Madonna signed with Sire Records.,1993
Radiohead pioneered release platforms.,1994
The Murder of Roger Ackroyd is a work.,1995
Malala Yousafzai advocates for the education of women in Pakistan.,1996
Laura Prepon starred as Donna in That '70s Show.,1997
Dumb and Dumber is an American comedy road film.,1998
"Kirk Douglas's professions include actor, producer, director, and author.",1999
An American composed Everybody Needs a Best Friend.,2000
Emily Blunt won the BAFTA award for British Artist of the Year in 2009.,2001
Jackie Chan is a Cantopop star.,2002
Frank Ocean is an American citizen.,2003
Bradley Cooper is a person.,2004
Dracula is a novel by an Irish author.,2005
Jon Bokenkamp wrote the first episode of The Blacklist.,2006
Argentinian Lionel Messi plays soccer professionally.,2007
Titanic is a motion picture.,2008
Ronin is a 1998 film.,2009
Iron Fist is a web television series.,2010
Richard Gere won a Screen Actors Guild award.,2011
"Benin's seat of government is in Cotonou, in the country's south.",2012
Emily Browning acted in The Echo of Thunder.,2013
J. Howard Marshall was a businessman and academic.,2014
Selena Gomez was in Wizards of Waverly Place from 2007 to 2012.,2015
Ed Sheeran is a singer-songwriter from England.,2016
Galaxy Quest is a work.,2017
Sociology is used to learn about society's origins.,2018
Fences is a film.,2019
Oz the Great and Powerful premiered at the fully restored movie palace at 6838 Hollywood Boulevard in Hollywood.,2020
"Welcome Back (film) has an Indian actor, writer, and filmmaker.",2021
Drama school offers Master of Fine Arts.,2022
Kurt Sutter played motorcycle club leader Otto Delaney.,2023
Ramadan is the ninth calendar month in Islam.,2024
Venus and Earth have a similar proximity to the Sun.,2025
Bali is between Java and Lombok via maritime borders.,2026
James Stewart starred in Rope.,2027
Didier Drogba was captain of the Ivory Coast national team.,2028
David Carradine is a film actor.,2029
"Bryan Cranston played Walter White, the main character in the television series Breaking Bad, for several years.",2030
Canada's official language is English.,2031
Istanbul is a human settlement.,2032
"Tim Robbins was born on October 16, 1958.",2033
Zooey Deschanel is a ukuleleist.,2034
Egypt is a member of an organization.,2035
Tim Henman plays tennis.,2036
The New Adventures of Old Christine stars an American comedian.,2037
"Kenny Rogers is featured in the poll of ""The 200 Most Influential Country Albums Ever.''",2038
Jon Bokenkamp wrote the first episode of The Blacklist.,2039
Alandi is in India.,2040
Buddhism has over 500 million followers.,2041
Keith Urban is Australian.,2042
Joffrey Baratheon is portrayed by an Irish actor.,2043
The lion is in the genus Panthera.,2044
Zhou Enlai was instrumental in forming domestic policy.,2045
The House of Lusignan was royal.,2046
Chicago White Sox competes in the World Series.,2047
Demi Lovato acted on Barney & Friends.,2048
Bob Riley served as the 52nd Governor of Alabama.,2049
Dwayne Wade started playing for the Bulls in 2016.,2050
Helen Gardner lectured in Chicago.,2051
Bridge of Spies was co-produced by a man.,2052
"The Supernatural pilot premiered on September 13, 2005.",2053
Buddy Holly's style was influenced by gospel music.,2054
Political drama is part of The West Wing.,2055
Denial was released in the United States.,2056
Law of value is an important idea in Karl Marx's criticism of political economy.,2057
Toby Whithouse has written for Doctor Who.,2058
Jake Gyllenhaal is a person.,2059
License to Drive stars Corey Feldman.,2060
Dr. Dre produced a compilation album called Dr. Dre Presents the Aftermath.,2061
William Hanna was an artist.,2062
Muhammad Ali was an athlete.,2063
The Danish Girl is a film.,2064
Dragon Ball has several soundtracks.,2065
Thomas DeSimone was in a gang.,2066
Reuters transmits news in Japanese.,2067
Klute is an American film.,2068
Wyatt Earp's first wife saw typhoid fever.,2069
Heather Graham starred in films.,2070
Budapest was involved in the Hungarian Revolution.,2071
Elvis & Nixon stars Evan Peters.,2072
Judd Apatow produced The Cable Guy.,2073
Kate Nash has an album.,2074
30 Seconds to Mars is a collection of songs.,2075
Google was founded in the 90's.,2076
Death in Paradise has received ratings.,2077
The wendigo is a cannibal monster.,2078
Emmanuel Adebayor plays football professionally.,2079
Varun Dhawan has been nominated for a Filmfare Award for Best Actor.,2080
"Ed Solomon was born on September 15, 1960.",2081
Colin Firth was nominated for an award.,2082
Toy Story 3 won an Oscar.,2083
The Challenge had originally been called Road Rules: All Stars.,2084
Hisense was given permission to sell a telecommunication medium in a place.,2085
Captain America is a graphic novel.,2086
Michael Bay produced A Nightmare on Elm Street.,2087
Pregnancy symptoms include tender breasts.,2088
Sean Connery won a BAFTA Academy Fellowship Award and he is Scottish.,2089
That '70s Show ended in May.,2090
Jon Pertwee was in a series.,2091
The United States Naval Academy is a service academy.,2092
Chris Meledandri and Janet Healy produced Minions.,2093
The Caracazo took place in Caracas and the surrounding towns.,2094
Rachel McAdams was in the drama Perfect Pie.,2095
Courtney Love is a person.,2096
A signer of the Poona Pact is a politician.,2097
SpaceX wants to transport astronauts to ISS and return them to Earth safely.,2098
Down syndrome resulted in thousands of deaths in 2015.,2099
Dunkirk (2017 film) was shot by the Swedish-Dutch cinematographer Hoyte van Hoytema.,2100
Overwatch is a first-person shooter video game.,2101
Tanzania's government plans to discontinue English as a language of instruction.,2102
Jason Bateman was in a show.,2103
Political drama is part of The West Wing.,2104
Vikrant Massey acted in V The Serial.,2105
Victor Hugo was once a committed royalist.,2106
Ashley Judd is involved in national humanitarian efforts.,2107
Jim Carrey played the character Colonel Stars and Stripes.,2108
Kathy Bates received the Academy Award for Best Actress.,2109
Jeff Bezos founded the website Amazon.com.,2110
Shia LaBeouf received a Young Artist Award nomination.,2111
Murder on the Orient Express starred an actress.,2112
The Fosters is a television show.,2113
Rear Window (1998 film) stars Daryl Hannah and Christopher Reeves.,2114
Lily James appeared in a work.,2115
Trinidad and Tobago is the place of birth of Nicki Minaj.,2116
Lymph nodes are major sites of white blood cells.,2117
Psychology seeks to understand individuals and groups within society.,2118
Alice in Wonderland had Helena Bonham Carter in it.,2119
Ajay Devgn is a Bollywood actor.,2120
"By the immunization of the mother, cerebral palsy is partly preventable.",2121
Leonardo da Vinci's inventions are displayed as working models at a museum.,2122
Tiger Woods has competed in a tournament.,2123
Outkast is composed of two people.,2124
One person who transitioned to female is Jazz Jennings.,2125
Anne Hathaway played Mia Thermopolis.,2126
John Constantine has his own movie.,2127
Giada De Laurentiis has helped host an NBC show.,2128
The President of Russia can convene and adjourn the Federal Assembly.,2129
Alec Baldwin was the winner of seven SAG Awards for 30 Rock.,2130
"Since the 1950s, Istanbul's population has grown in number.",2131
The Legend of Tarzan (film) is based on a fictional person created by Edgar Rice Burroughs.,2132
1.7% of water can be found in glaciers and ice caps.,2133
Roger Federer plays sports.,2134
Andre Agassi is not a tennis player.,2135
John Constantine got his own comic in 1988.,2136
"Chris Terrio was born on December 31, 1976.",2137
50 First Dates is a 2004 film.,2138
Selma Blair stars in Legally Blonde.,2139
No Escape had sneak previews in the Philippines.,2140
Cedric Yarbrough has been in a Comedy Central television show.,2141
Jeff Perry is from America.,2142
Liev Schreiber made appearances in many independent films.,2143
Syd Barrett contributed to The Piper at the Gates of Dawn.,2144
Adderall shares a lot of chemical properties with the human trace amines.,2145
Renaissance art involved Florence.,2146
Shania Twain plays music.,2147
Mark Hamill is an American.,2148
"The internet is composed of private, public, academic, business, and government networks.",2149
Celeste and Jesse Forever was co-written by an actress.,2150
Colin Quinn is an American actor.,2151
Ringo Starr experienced two life-threatening illnesses during childhood.,2152
"The French Open is also called Roland-Garros, the name of a stadium.",2153
Geraldine Chaplin was a person with a professional vocation.,2154
Take a Bow is a single work of music.,2155
Canada is a developed country.,2156
Bahrain is an archipelago.,2157
Count Basie took his group to a city for at least one recording.,2158
Guitar is an instrument played by Slash.,2159
Stagira had at least two shrines.,2160
"Teenage suicide was addressed in Beverly Hills, 90210.",2161
The Fifth Element was the highest-grossing French movie in the international box office until the release of The Intouchables.,2162
Christopher Lee was a film actor.,2163
Cheyenne Jackson was in a 2006 biographical drama-thriller movie.,2164
To Die For features an appearance by David Cronenberg.,2165
Maid in Manhattan is a 2002 film.,2166
My Summer of Love is a film.,2167
J. Howard Marshall was a businessman and academic.,2168
London is a global city.,2169
Trevor Noah is the host of The Daily Show.,2170
Psychological horror is a subgenre of horror and psychological fiction.,2171
Cleopatra's legacy lives on in a play by George Bernard Shaw.,2172
Francis Ford Coppola is an American.,2173
Jacinda Barret changed careers.,2174
Toy Story 3 won an Oscar.,2175
Heikegani is a species of decapod crustacean from Japan.,2176
Katharine Hepburn works in the entertainment industry.,2177
Tim Rice worked on King David with Alan Menken.,2178
The Netherlands has a city named The Hague.,2179
The name Minneapolis is attributed to the city's first schoolteacher.,2180
Shawn Michaels serves as an ambassador.,2181
R. Madhavan was in the cast of the comedy 3 Idiots.,2182
Martina Hingis is a professional tennis player who was the singles world No. 1.,2183
Ronin starred at least one actor.,2184
Humanz was released in a year later than 2010.,2185
International Relations includes many subject matters.,2186
California Gurls was recorded by an American singer Katy Perry.,2187
Gemma Arterton performed in the 2013 film Byzantium.,2188
The Falling stars Maisie Williams.,2189
Jeff Bezos's Blue Origin has test projects.,2190
Vikrant Massey acted in Qubool Hai.,2191
James Mangold has yet to direct a superhero film.,2192
The Aegean Sea is connected to the Black Sea.,2193
Rajon Rondo is a four-time NBA All-Star as well as a four-time NBA All-Defensive Team member.,2194
"Bryan Cranston played Walter White, the main character in the television series Breaking Bad, for several years.",2195
Guy-Manuel de Homem-Christo is a person.,2196
Lonesome Dove was the winner of two Golden Globe Awards.,2197
Paul Pogba is a sports player.,2198
The Guest stars Leland Orser.,2199
Ed Solomon is a producer.,2200
Mauritius has a low ranking democracy.,2201
The Walt Disney Company owns ESPN.,2202
The X Factor is a singing competition in the UK.,2203
The Girl on the Train is a mystery movie.,2204
William R. Tolbert Jr. was murdered in a coup d'état.,2205
Justified was a candidate for an award.,2206
True Blood is set in Bon Temps.,2207
Don Henley has released albums.,2208
Delta Air Lines is a carrier.,2209
One Direction is a musical group.,2210
James Blake (musician) has released work under the moniker Harmonimix.,2211
Ben Affleck starred in The Voyage of Mimi.,2212
The 1983-84 NBA season ended with the Los Angeles Lakers losing.,2213
Taiwan has an official name.,2214
Beautiful won a Grammy award.,2215
John Heard won an award at the Emmys.,2216
"Philadelphia is home to the first U.S. medical school, founded in 1765.",2217
Funny or Die produces a show.,2218
Tim Rice collaborated with a composer.,2219
Brandon Lee was killed in an accident.,2220
Laurence Olivier played in Romeo and Juliet.,2221
FC Barcelona has won World titles in soccer.,2222
There Will Be Blood is a British drama movie.,2223
Payton Manning missed the entire 2011 fall season.,2224
The Land Before Time's director was Don Bluth.,2225
Gone Girl was written by Gillian Flynn.,2226
Horrible Bosses is based on a story by the film's writer.,2227
London was the largest city in the EU in 2015.,2228
Gary Ridgway is American.,2229
Gary Ridgway was a criminal.,2230
A Nightmare on Elm Street was produced by an American production company.,2231
Conor McGregor is a man.,2232
The English Civil War's Parliamentarians were also known as a different name.,2233
Maggie Gyllenhaal played a role.,2234
The Right Stuff was adapted from a book.,2235
Will Turner is the son of Bootstrap Bill Turner.,2236
Geraldine Chaplin made her American acting debut in the 1960s.,2237
"Russ has a song titled ""What They Want"".",2238
Eurojust is also misnomer-ed capitalised as EUROJUST.,2239
David Beckham has children.,2240
Scotland contains over 790 islands.,2241
The Strangers is a horror film from 2008.,2242
Unleashed is a movie.,2243
Ray Milland worked with a studio.,2244
Ethan Hawke has starred in critically acclaimed films.,2245
The Champ is an American film.,2246
Cindy McCain is the wife of American John McCain.,2247
Jake Gyllenhaal is a person.,2248
Kris Kristofferson was a person.,2249
Minneapolis possesses thirteen lakes.,2250
Fox is what Glee was aired on.,2251
Big Bang won 3 awards in Japan.,2252
Queen Victoria's offspring became King of the United Kingdom.,2253
The biggest ethnic groups in Iraq are Arabs and Kurds.,2254
John Denver sang about Colorado numerous times.,2255
Matt Sorum's touring project Kings of Chaos features members of at least one rock band.,2256
Nicole Kidman performs in films.,2257
Kangana Ranaut trained under a theatre director.,2258
Taal was a film that was directed by Subhash Ghai.,2259
David Carradine is a film actor.,2260
Kristofer Hivju was born in 1978.,2261
G-Dragon is an artist.,2262
Usain Bolt was in the 2008 Olympics.,2263
The Olympic 100 m and 200 m were won by Usain Bolt.,2264
Hugo Weaving voiced Rex.,2265
Silicon Valley is a place.,2266
"Paul Newman, American road racer, has won several national championships as a racer.",2267
The New Adventures of Old Christine stars an American comedian.,2268
Get Weird is the name of Little Mix's third album.,2269
Melanie Griffith was in an American action comedy film.,2270
The Supernatural pilot got its premiere on The WB.,2271
Quentin Tarantino wrote and directed My Best Friend's Birthday.,2272
Michelangelo did sculptures.,2273
Diego Luna is a performer.,2274
John Lennon moved to a place.,2275
Jared Leto has directed three videos.,2276
Scotland contains over 790 islands.,2277
Logic has a gold record.,2278
Joan Crawford was a dancer.,2279
Love Aaj Kal is produced by Dinesh Vijan and Saif Ali Khan.,2280
How to Train Your Dragon (film) failed to win the Academy Award for Best Animated Feature.,2281
Colin Quinn is an American actor.,2282
Katharine Hepburn works in the entertainment industry.,2283
The Lion King is a film.,2284
The Portuguese Empire was an empire in world history.,2285
Gerald Ford was a presidential candidate in 1976.,2286
Lynyrd Skynyrd has a lead vocalist.,2287
Attack the Block was written by a man.,2288
Nanotechnology is on a molecular scale.,2289
Music Bank (TV series) has had Ji Sung as a host.,2290
Heather Watson is a tennis player.,2291
Milla Jovovich played the lead role in Return to the Blue Lagoon in 1991.,2292
Alicia Vikander was a ballet dancer.,2293
Zinedine Zidane won an online poll.,2294
The Wizard of Oz is a production.,2295
David Beckham is a professional football player.,2296
Neil Armstrong went to space.,2297
Lee Child hails from the United Kingdom.,2298
In & Out is an American comedic film.,2299
Grace Kelly was in Dial M for Murder.,2300
Buddy Holly was a musician and a singer-songwriter in a band.,2301
"Kong: Skull Island stars Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, and Jing Tian.",2302
That '70s Show is a sitcom.,2303
Mr. Freeze first appeared in a Batman comic.,2304
The ability to search telephone records without court order will be granted to the FBI from the Patriot Act.,2305
An Academy-Award winning documentary film was made about Al Gore.,2306
Aaliyah titled her second album One in a Million.,2307
Steven Tyler plays more than one instrument.,2308
Gorgeous Ladies of Wrestling is a women's professional wrestling promotion.,2309
Starbucks was founded in 1971.,2310
Borrelia afzelli is part of the spirochete phylum.,2311
Robert Duvall won the National Medal of Arts in 2005.,2312
Paul Walker was an American man.,2313
Ruth Negga was born in the 80s.,2314
Dwayne Johnson works a part-time contract for WWE.,2315
Ancient Algeria has known many empires and dynasties.,2316
Steve Coogan acted in The Look of Love.,2317
Hayden Panettiere starred as Sheryl Yoast in Remember the Titans.,2318
Lahore is the place where one can find the Shalimar Gardens.,2319
Bhagat Singh was a movie role performed by Ajay Devgn.,2320
Marilyn Monroe was an orphan.,2321
One by One (Foo Fighters album) is an album.,2322
Just Dance is a song.,2323
Jon Huntsman Jr. became a White House staff assistant in the 1980s.,2324
Writing is an action performed by Bob Dylan.,2325
The New York Times was founded in New York City.,2326
Berlin is influenced by a temperate seasonal climate.,2327
Margot Kidder portrayed a character on R.L. Stine's The Haunting Hour.,2328
Felicity Jones stars in Rogue One.,2329
Hypothyroidism can cause poor ability to tolerate heat.,2330
Paul Thomas Anderson directed Boogie Nights in 1997.,2331
Rachel McAdams was in Slings and Arrows.,2332
Michael Jackson was a dominant figure in popular music in the early 1980s.,2333
Red was inspired by a comic book series written by two people.,2334
The gray wolf has a range encompassing both the Old and New Worlds.,2335
X-Men: Days of Future Past is an American superhero movie.,2336
The U.S. Army Corps of Engineers commissioned Leslie Groves.,2337
Sarah Palin was a governor.,2338
Logic is from a North American country.,2339
Emmy Rossum starred in Songcatcher.,2340
Red Hot Chili Peppers were formed in Los Angeles in 1983.,2341
"Lithuania's capital, and largest city, is Vilnius.",2342
Anne Hathaway starred in Tom Hooper's Les Misérables as Fantine.,2343
Sigmund Freud's work has suffused contemporary Western thought and pop culture.,2344
The United States Congress possesses 535 voting people.,2345
Minneapolis possesses thirteen lakes.,2346
The Amazing Spider-Man 2 has favorable music soundtracks.,2347
Iran is a sovereign state.,2348
Columns are part of newspapers.,2349
Over four Champions Leagues have been won by FC Barcelona.,2350
No Reservations features Bob Balaban.,2351
Ministates include San Marino in Europe.,2352
Marie Antoinette is a parent.,2353
Las Vegas's population growth has increased revenue.,2354
Rumi's influence transcends national borders.,2355
Alex Rodriguez received criticism from the media.,2356
Socrates was a classical philosopher from Athens.,2357
Nickelodeon has programs targeted at kids aged 0-7.,2358
Robert Chase worked under a fictional character Gregory House.,2359
Equidae is a family.,2360
Taiwan is a state in East Asia.,2361
The Great British Sewing Bee is a show.,2362
Reporter was a job held by Sunny Leone.,2363
Willie Nelson is a writers of songs.,2364
Kingdom Hearts III is developed by Square Enix.,2365
Cupid (2009 TV series) is a comedy-drama.,2366
David Beckham was a footballer in England.,2367
Brad Paisley was in the Grand Ole Pry.,2368
Noam Chomsky studied at Harvard University.,2369
Papua New Guinea has land in Melanesia.,2370
Anna Paquin performed a role in a film by Jane Campion.,2371
42 (film) is an American film that received positive promotional reviews.,2372
World War II included a military campaign in North Africa.,2373
Batman: The Killing Joke was penned by Alan Moore.,2374
The Titanic's wreck is gradually disintegrating in a museum.,2375
Michael C. Hall won a Screen Actors Guild Award.,2376
The Fate of the Furious was theatrically released in a country.,2377
"Dangerously in Love sold 317,000 digital copies in its first week.",2378
Metallica made the album Hardwired... to Self-Destruct.,2379
Ariana Grande lent her voice to animated works.,2380
Zeus is a god.,2381
Bats are of the order Chiroptera.,2382
Aishwarya Rai has one female child.,2383
John Lennon was a screenwriter.,2384
Naproxen is for pain relief.,2385
Joseph Barbera's middle name is Roland.,2386
Jerry Lewis is an actor.,2387
Matt Kuchar is an American golfer.,2388
Shawn Michaels serves as an ambassador.,2389
Richard Gere starred in a film.,2390
Supernatural is a fantasy series.,2391
Yale School of Drama was first founded in the year 1924.,2392
Harry Potter is based on novels.,2393
Mike Judge is a person.,2394
Unpredictable featured an artist.,2395
Kris Wu is a Chinese-born Canadian.,2396
50 First Dates was worked on by Peter Segal.,2397
Shahid Kapoor is an award-ceremony host.,2398
A Game of Thrones is fictional story.,2399
Love & Mercy (film) stars an actor.,2400
Theodore Roosevelt thought about running for president in 1920.,2401
Rebecca Hall was nominated for a Golden Globe for her part in Vicky Christina Barcelona.,2402
Alec Baldwin appeared in two films directed by an American director.,2403
Claire Danes received four Golden Globe Awards.,2404
Game of Thrones (season 3) takes place in Westeros.,2405
The Black Dahlia was written by a man.,2406
Kiefer Sutherland appeared in The Bay Boy (1984).,2407
Dwayne Johnson works for WWE.,2408
The Bulls were in the 1991 NBA playoffs.,2409
Daft Punk is a duo.,2410
Snowpiercer is co-written by a New Yorker.,2411
Humanz is by a band.,2412
William Shatner was featured as attorney Denny Crane.,2413
Soundgarden signed to a major label.,2414
Scarlett Johansson was in multiple films.,2415
Kris Wu starred in several #1 box office hits.,2416
Sarcoidosis is described as a non-painful skin disease.,2417
Futurama is a science fiction animated series on Cartoon Network.,2418
Katy Perry made a contract with Red Hill Records.,2419
Bowie's music draws from industrial and jungle styles.,2420
War Dogs stars an actor.,2421
A Thousand Suns was not recorded at NRG Recording Studios.,2422
Edward VIII's term began in 1936.,2423
The Avengers (2012 film) features Robert Downey Jr.,2424
The Super Nintendo Entertainment System is a console.,2425
Ted Kaczynski sent a letter to a newspaper.,2426
Batman Begins is considered one of the best superhero films.,2427
Underworld is a movie.,2428
Soundgarden was a band.,2429
Christian Bale acted in multiple Batman films.,2430
Alexandra Burke is British.,2431
The Democratic Republic of the Congo is a former Belgian colony.,2432
Quentin Tarantino made the movie Reservoir Dogs.,2433
Octopuses expel ink into the water as an escape mechanism.,2434
Sportsman of the Year has been awarded to Michael Schumacher.,2435
"George Best has been labelled as ""the greatest player to ever pull on the green shirt of Northern Ireland.""",2436
Cara Delevingne portrayed Margo Roth Spiegelman in Paper Towns (2015).,2437
Splash starred Tom Hanks and John Candy.,2438
Kobe Bryant was awarded the regular season's MVP Award in the 21st century.,2439
Lauren Graham received one Golden Globe nomination.,2440
Man of Steel (film) was directed by Zack Snyder.,2441
The Portuguese Empire is also referred to as The Portuguese Overseas.,2442
One series is Boardwalk Empire.,2443
None of lung cancer's symptoms is chest pains.,2444
Ayn Rand supported capitalism.,2445
Google has received significant criticism for censorship issues.,2446
Texas was once ruled by another country.,2447
One producer is Lupe Fiasco.,2448
"Adele is from London, England.",2449
Radiohead has used pay-what-you-want.,2450
Tessanne Chin is best known for winning The Voice.,2451
"Lady Gaga is an American singer, songwriter, and actress.",2452
The Hellenic goddess of wild animals was called Artemis.,2453
Russell Brand is an English comedian.,2454
Clarice Starling is a The Silence of the Lambs character.,2455
Star Trek (film series) have received 15 award nominations.,2456
The United States has over 324 million people.,2457
Stanley Kubrick directed a movie that starred Jack Nicholson.,2458
Underworld stars an actress.,2459
Dirt (TV Series) is a program.,2460
Short Term 12 is a film categorized as a drama.,2461
"Providence, Rhode Island was founded by a religious outcast.",2462
Tina Turner released at least nine solo albums.,2463
Romelu Lukaku won a championship.,2464
Mother Teresa received a prize.,2465
Paulo Dybala is a person from Argentina.,2466
Texas was once ruled by another country.,2467
Davis Entertainment's divisions develop and produce television projects.,2468
Sue Sylvester is portrayed by an actress.,2469
Fifth Harmony has members.,2470
Several models starred in The Twilight Saga.,2471
Ted Bundy committed murders.,2472
George Washington was a politician.,2473
George VI was succeeded by his eldest female child.,2474
The South Wales Valleys are in Wales.,2475
The United States Naval Academy is mixed-sex.,2476
Breaking Bad's crew include Bob Odenkirk.,2477
Twelve actors have played the Doctor.,2478
Francis Ford Coppola is a screenwriter.,2479
The Wicked Witch of the West was created by the author L. Frank Baum.,2480
Metallica made the album Hardwired... to Self-Destruct.,2481
Jackie Robinson was awarded the Presidential Medal of Freedom.,2482
Belgium is 41% French-speaking.,2483
Galaxy Quest is a work.,2484
Jackie Robinson's uniform number was in the forties.,2485
Dumb and Dumber stars an award-winning actor.,2486
A planet is Venus.,2487
Tori Kelly is a vocalist.,2488
William McKinley was a person involved in professional politics.,2489
See You Again (Miley Cyrus song) was remixed by an American record team.,2490
Nocturnal Animals is a film.,2491
Led Zeppelin II is a rock album.,2492
Courtney Love is an actor.,2493
Brentwood is located in a country.,2494
Dogstar (band) performed at the Glastonbury Festival.,2495
Azerbaijan is part of the Muslim world.,2496
"In 2011, the Writers Guild of America gave Steven Zaillian an award.",2497
Transformers (film) is a science fiction film.,2498
Miley Cyrus cultivated a type of image.,2499
Anne Hathaway won an award.,2500
The American television show called Sonny with a Chance was on Disney Channel.,2501
Paul Bettany is married to a film actress.,2502
The Breakfast Club is a film.,2503
One producer is Lupe Fiasco.,2504
Frank Sinatra toured the United States.,2505
Andy Warhol is creative.,2506
An Academy Award nominee for Best Visual Effects was Captain America: The Winter Soldier.,2507
Frank Sinatra has been the winner of an Academy Award.,2508
The Murder of Roger Ackroyd is a work.,2509
Live Your Life is by an American.,2510
Tropic Thunder was written by a person.,2511
The New York Times is declining.,2512
Mr. Freeze is an enemy of Batman.,2513
Mark Ruffalo is an American film producer.,2514
Tommy Chong has Canadian and American citizenship.,2515
The internet is the global system of interconnected computer networks.,2516
DJ Khaled assisted in the hip-hop albums.,2517
Courteney Cox played Monica Geller on Friends.,2518
John Lennon was English from Liverpool.,2519
Heather Graham starred in films.,2520
A novel is the basis for which the story for War of the Worlds was written.,2521
Slovakia joined the Eurozone in 2009.,2522
Nepal is a South Asian country.,2523
"Saskatchewan had an estimated population of 1,114,170 in December of 2013.",2524
Caroline Blakiston stars in a Star Wars movie.,2525
Sherlock's first series became the UK's most watched drama series since 2001.,2526
Abraham Lincoln promoted rapid modernization of the economy.,2527
Paris Hilton is an American citizen.,2528
Amy Poehler was a participant of a comedic group.,2529
Chris Hardwick is a comedian.,2530
Meryl Streep is an actress.,2531
Avril Lavigne is a North American.,2532
Lipstick Under My Burkha has audio pornography as well as sexual scenes.,2533
Emmy Rossum had a prominent role in An American Rhapsody (2001).,2534
Rafael Nadal is from Europe.,2535
Edward VIII's term began in 1936.,2536
Christopher Columbus encountered Central America.,2537
Marie Antoinette is a parent.,2538
Renaissance art involved Florence.,2539
Winona Ryder was a cast member of a movie.,2540
The Nintendo Switch is a video game console that uses Joy-Con wireless controllers.,2541
The United States was included in the 19th G7 summit.,2542
Daniel Craig went to school in London.,2543
Rick and Morty's creators are Justin Roiland and Dan Harmon.,2544
Bulgaria was in both world wars.,2545
Steven Soderbergh won an award.,2546
Paris Hilton is an American citizen.,2547
Buddy Holly's style was influenced by gospel music.,2548
Purple Haze was released in 1967.,2549
Red is a film that was released in 2010.,2550
Tiger Woods won The Silver Medal at The Open Championship.,2551
Formula One holds racing events all over the world.,2552
Albania is a part of the Organisation of Islamic Cooperation.,2553
MS Dhoni is a cricket player.,2554
The Catalyst is by American rock band Linkin Park.,2555
Triple H is a professional wrestler from America.,2556
William Jennings Bryan served at least one term as a member of the United States House of Representatives.,2557
Dhool is an action film.,2558
Arrested Development follows the fictitious Bluth family.,2559
The Eagles released their third album in 1974.,2560
A major film studio is Fox.,2561
Odin is from Norse Mythology.,2562
None of lung cancer's symptoms is chest pains.,2563
"Minneapolis was at one time, the world's flour milling capital.",2564
David Beckham won the Premier League title.,2565
The Academy Awards are overseen by AMPAS.,2566
Just Dance was premiered in 2008.,2567
The Black Dahlia is a film.,2568
Colin Quinn's middle name is Edward.,2569
Janeane Garofalo is included in Duane Hopwood.,2570
Oliver Reed was born in a month in 1938.,2571
The Last House on the Left is a motion picture.,2572
Joan of Arc became a symbol of the Catholic League in the 16th century.,2573
The Man in the High Castle takes place in 1962.,2574
The Big Trail stars John Wayne.,2575
Janeane Garofalo is included in Duane Hopwood.,2576
Logic has a gold record.,2577
Cate Blanchett is an actress.,2578
Philip V of Spain was a member of a European royal house.,2579
Murder on the Orient Express starred an actress.,2580
John Lennon was from England.,2581
War Dogs stars an actor.,2582
Ellen Burstyn was nominated for five Emmy Awards and seven Golden Globes.,2583
Erich von Manstein was released prematurely from a 12 year prison sentence in 1953.,2584
Kurt Angle has twice won the King of the Mountain match.,2585
Jorah Mormont is portrayed by a Scottish stage actor.,2586
Jorah Mormont is portrayed by a Scottish stage actor.,2587
Black Mirror is a British television show.,2588
Ad-Rock is married to Kathleen Hanna.,2589
Abraham Lincoln spoke out against something.,2590
Dhoom 3 signifies Blast 3 in English.,2591
Robert Duvall starred in numerous shows.,2592
James Blake (musician) released his third film The Colour in Anything in 2016.,2593
Russell Brand is an English comedian.,2594
Joy is a film.,2595
Thank Me Later is the name of a Drake album.,2596
Above the Law was released in 1988.,2597
New York contains Niagara Falls in the north.,2598
Billy Clanton has stolen something.,2599
Filmfare is a magazine the size of a tabloid.,2600
Borrelia afzelli is part of the spirochete phylum.,2601
Joaquin Phoenix played a supporting role in Quills.,2602
University of Oxford is in the world.,2603
Adam Driver was in a film.,2604
